"","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","playername"
"158",100,0,40784,0,0,-1,1,0,2,"0.0","0.0",0,"Mamadou","0.0",127,FALSE,"","2020-12-15T14:00:20.330190Z",44,"40784.jpg","1.0","Sakho","0.2",FALSE,NA,"a",6,31,4,25430,158,26547,187,"0.0","0.9","Sakho",275,0,0,0,8,0,0,0,0,0,0,0,33,"36.6","1.6","6.0","4.5",355,138,397,153,362,138,394,148,NA,"",NA,"",NA,"","Mamadou Sakho"
"159",NA,NA,40836,-1,1,-2,2,1,1,"3.2","2.7",9,"Vicente","3.2",128,FALSE,"",NA,48,"40836.jpg","2.8","Guaita","3.0",FALSE,NA,"a",6,31,45,339009,11046,344997,3388,"0.7","9.4","Guaita",1440,0,0,1,29,0,1,0,2,0,48,5,253,"362.8","0.0","0.0","36.2",25,10,566,57,554,55,177,10,NA,"",NA,"",NA,"","Vicente Guaita"
"160",100,100,49413,0,0,0,0,0,2,"0.3","-0.2",2,"James","0.3",129,FALSE,"","2020-11-06T15:00:15.437586Z",45,"49413.jpg","1.0","Tomkins","0.0",FALSE,NA,"a",6,31,2,2515,400,2175,96,"0.1","0.4","Tomkins",117,0,0,0,4,0,0,0,0,0,0,0,16,"15.0","0.1","0.0","1.5",398,157,425,169,503,198,425,161,NA,"",NA,"",NA,"","James Tomkins"
"161",NA,NA,50471,0,0,-3,3,0,3,"2.2","1.7",1,"James","2.2",130,FALSE,"",NA,52,"50471.jpg","2.1","McArthur","0.1",FALSE,NA,"a",6,31,29,5179,83,14644,143,"0.4","5.6","McArthur",1105,0,1,2,19,0,0,0,3,0,0,0,159,"193.8","144.6","36.0","37.4",143,51,108,73,265,137,170,88,NA,"",NA,"",NA,"","James McArthur"
"162",100,100,50472,0,0,-1,1,0,3,"0.0","-0.5",0,"James","0.0",131,FALSE,"","2020-10-14T10:00:21.275991Z",44,"50472.jpg","1.8","McCarthy","1.1",FALSE,NA,"a",6,31,9,115428,351,215905,1810,"0.0","2.0","McCarthy",329,0,0,1,5,0,0,0,1,0,0,0,47,"52.2","25.0","8.0","8.5",325,142,300,161,352,165,351,156,5,"",NA,"",NA,"","James McCarthy"
"163",100,100,54861,0,0,0,0,1,4,"3.7","3.2",2,"Christian","3.7",132,FALSE,"","2020-12-16T22:30:21.673056Z",55,"54861.jpg","2.5","Benteke","0.6",FALSE,NA,"a",6,31,28,63568,9613,47430,3057,"0.7","5.1","Benteke",487,3,0,0,10,0,0,0,0,1,0,3,74,"138.8","87.6","311.0","53.7",200,24,175,28,43,21,91,23,NA,"",NA,"",NA,"","Christian Benteke"
"164",NA,NA,55037,0,0,0,0,0,3,"2.0","1.5",2,"Cheikhou","2.0",133,FALSE,"",NA,50,"55037.jpg","2.5","Kouyaté","0.4",FALSE,NA,"a",6,31,40,75501,609,71111,930,"0.4","8.0","Kouyaté",1412,1,0,1,26,0,0,0,0,0,0,2,213,"273.6","54.2","114.0","44.3",72,23,227,135,139,76,144,77,NA,"",NA,"",NA,"","Cheikhou Kouyaté"
"165",100,100,55494,0,0,-2,2,0,2,"1.0","0.5",0,"Joel","1.0",134,FALSE,"","2020-10-29T14:30:19.985440Z",43,"55494.jpg","2.1","Ward","0.7",FALSE,NA,"a",6,31,15,65843,607,147370,1276,"0.2","3.5","Ward",630,0,1,1,12,0,0,0,3,0,0,1,88,"117.8","48.8","9.0","17.6",228,87,242,61,347,130,287,93,NA,"",NA,"",NA,"","Joel Ward"
"166",0,0,58786,0,0,-4,4,0,2,"0.0","0.0",0,"Martin","0.0",135,FALSE,"Calf injury - Unknown return date","2020-12-04T19:00:20.235749Z",41,"58786.jpg","0.0","Kelly","0.3",FALSE,NA,"i",6,31,0,9271,22,74592,417,"0.0","0.0","Kelly",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",485,189,467,189,436,173,489,189,NA,"",NA,"",NA,"","Martin Kelly"
"167",0,0,59125,0,0,-1,1,0,4,"0.0","0.0",0,"Connor","0.0",136,FALSE,"Muscle injury - Unknown return date","2020-09-06T03:00:11.034332Z",44,"59125.jpg","0.0","Wickham","0.6",FALSE,NA,"i",6,31,0,42987,1030,96987,1201,"0.0","0.0","Wickham",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",520,59,504,63,482,62,524,63,NA,"",NA,"",NA,"","Connor Wickham"
"168",NA,NA,60252,0,0,-3,3,0,3,"1.8","1.3",5,"Andros","1.8",137,FALSE,"",NA,57,"60252.jpg","3.4","Townsend","1.4",FALSE,NA,"a",6,31,48,382780,2111,373348,1677,"0.3","8.4","Townsend",1020,1,3,2,15,0,0,0,0,0,0,6,195,"264.4","355.6","113.0","73.5",76,25,16,13,142,79,49,28,2,"",4,"",NA,"","Andros Townsend"
"169",100,100,66975,0,0,-4,4,0,3,"1.3","0.8",2,"Luka","1.3",138,FALSE,"","2020-10-30T23:00:17.434588Z",56,"66975.jpg","1.1","Milivojevic","0.2",FALSE,NA,"a",6,31,13,7889,195,57839,166,"0.2","2.3","Milivojevic",723,0,0,0,19,0,0,0,4,1,0,0,98,"101.2","121.2","57.0","27.8",258,107,140,90,218,114,226,107,3,"",1,"",1,"","Luka Milivojevic"
"170",100,100,74230,0,0,-1,1,0,2,"1.5","1.0",0,"Patrick","1.5",139,FALSE,"","2020-08-15T10:00:11.682747Z",54,"74230.jpg","1.8","van Aanholt","0.6",FALSE,NA,"a",6,31,18,113139,3939,81162,2520,"0.3","3.3","van Aanholt",828,0,2,0,20,0,0,0,1,0,0,0,140,"137.6","138.7","131.0","40.8",201,80,114,26,120,22,152,41,4,"",2,"",2,"","Patrick van Aanholt"
"171",100,100,80146,0,0,-4,4,0,4,"0.8","0.3",1,"Jordan","0.8",140,FALSE,"","2020-10-18T17:30:11.950512Z",56,"80146.jpg","2.4","Ayew","1.5",FALSE,NA,"a",6,31,29,126688,1461,470122,1992,"0.1","5.2","Ayew",710,1,1,2,16,0,0,0,0,0,0,2,78,"85.0","44.8","155.0","28.5",274,32,250,40,94,36,223,36,NA,"",NA,"",4,"","Jordan Ayew"
"172",100,100,82403,-1,1,4,-4,3,3,"5.3","4.8",7,"Wilfried","5.3",141,FALSE,"","2020-11-23T19:30:19.179983Z",74,"82403.jpg","6.1","Zaha","20.3",FALSE,NA,"a",6,31,86,3452347,92163,2803761,29825,"0.7","11.6","Zaha",1250,8,3,1,26,0,0,0,3,0,0,11,213,"357.6","204.3","566.0","112.9",28,9,65,45,12,5,17,10,NA,"",NA,"",3,"","Wilfried Zaha"
"173",100,100,86417,0,0,-1,1,1,3,"3.0","2.5",2,"Jeffrey","3.0",142,FALSE,"","2020-09-27T22:00:12.368852Z",54,"86417.jpg","2.7","Schlupp","0.1",FALSE,NA,"a",6,31,38,13434,370,15932,245,"0.6","7.0","Schlupp",934,1,1,4,17,0,0,0,2,0,0,3,101,"185.8","156.8","213.0","55.5",151,56,95,64,65,35,87,51,NA,"",NA,"",NA,"","Jeffrey Schlupp"
"174",NA,NA,141020,0,0,-3,3,0,3,"0.0","-0.5",0,"Max","0.0",143,FALSE,"",NA,47,"141020.jpg","0.0","Meyer","0.0",FALSE,NA,"a",6,31,0,1961,31,4293,35,"0.0","0.0","Meyer",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",566,224,557,225,543,219,569,224,NA,"",NA,"",NA,"","Max Meyer"
"175",100,100,173954,0,0,-1,1,1,3,"1.2","0.7",3,"Jairo","1.2",144,FALSE,"","2020-10-24T17:00:21.697186Z",44,"173954.jpg","2.1","Riedewald","1.7",FALSE,NA,"a",6,31,27,239966,3768,137496,5093,"0.3","6.1","Riedewald",592,1,0,2,12,0,0,0,0,0,0,1,100,"125.2","76.5","43.0","24.6",220,89,188,118,251,129,251,118,NA,"",NA,"",NA,"","Jairo Riedewald"
"176",0,0,232423,0,0,-1,1,0,2,"0.0","0.0",0,"Nathan","0.0",145,FALSE,"Thigh injury - Unknown return date","2020-08-26T09:30:07.992498Z",39,"232423.jpg","0.0","Ferguson","0.6",FALSE,NA,"i",6,31,0,35086,130,104028,1451,"0.0","0.0","Ferguson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",453,176,434,176,400,157,457,176,NA,"",NA,"",NA,"","Nathan Ferguson"
"177",100,100,244723,0,0,-1,1,0,2,"0.3","-0.2",2,"Tyrick","0.3",146,FALSE,"","2020-12-11T13:30:17.644766Z",39,"244723.jpg","2.4","Mitchell","14.7",FALSE,NA,"a",6,31,17,1486719,30886,1438319,20420,"0.1","4.4","Mitchell",630,0,1,1,10,0,0,0,1,0,0,0,82,"110.4","13.2","19.0","14.3",239,91,340,121,314,108,312,105,NA,"",NA,"",NA,"","Tyrick Mitchell"
"178",NA,NA,466955,0,0,-1,1,0,3,"0.0","-0.5",0,"Brandon","0.0",147,FALSE,"",NA,44,"466955.jpg","0.0","Pierrick","0.1",FALSE,NA,"a",6,31,0,8329,58,10817,156,"0.0","0.0","Pierrick",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",533,205,517,206,499,199,536,205,NA,"",NA,"",NA,"","Brandon Pierrick"
"179",100,100,19188,0,0,-1,1,0,2,"0.5","0.0",0,"Scott","0.5",486,FALSE,"","2020-09-25T09:00:10.989226Z",44,"19188.jpg","2.9","Dann","0.7",FALSE,NA,"a",6,31,23,93347,1240,105329,1592,"0.1","5.2","Dann",720,1,0,1,11,0,0,0,1,0,0,1,124,"156.4","13.6","87.0","25.8",182,71,339,120,175,38,246,78,NA,"",NA,"",NA,"","Scott Dann"
"180",100,100,232413,0,0,-2,2,1,3,"2.8","2.3",0,"Eberechi","2.8",489,FALSE,"","2020-11-17T23:00:19.063388Z",58,"232413.jpg","3.0","Eze","0.9",FALSE,NA,"a",6,31,42,123631,2075,103877,5267,"0.5","7.2","Eze",908,1,3,0,23,0,0,0,1,0,0,5,167,"197.0","256.6","171.0","62.6",138,50,38,27,86,46,63,37,1,"",3,"",NA,"","Eberechi Eze"
"181",100,100,221272,0,0,0,0,0,2,"0.0","-0.5",0,"Sam","0.0",522,FALSE,"","2020-09-15T22:30:15.910235Z",40,"221272.jpg","0.0","Woods","0.6",FALSE,NA,"a",6,31,0,59545,326,38857,1129,"0.0","0.0","Woods",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",476,184,458,184,427,168,480,184,NA,"",NA,"",NA,"","Sam Woods"
"182",0,0,114536,0,0,0,0,0,2,"0.0","0.0",0,"Ryan","0.0",534,FALSE,"Transferred to Charlton Athletic","2020-10-14T08:31:08.806610Z",40,"114536.jpg","0.0","Inniss","0.0",FALSE,NA,"u",6,31,0,4862,6,5815,71,"0.0","0.0","Inniss",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",471,182,452,182,421,166,475,182,NA,"",NA,"",NA,"","Ryan Inniss"
"183",NA,NA,57328,0,0,0,0,0,2,"1.2","0.7",2,"Nathaniel","1.2",577,FALSE,"",NA,45,"57328.jpg","2.1","Clyne","0.3",FALSE,NA,"a",6,31,19,47526,3054,27950,1202,"0.3","4.2","Clyne",791,0,1,1,16,0,0,0,1,0,0,0,126,"117.6","49.5","29.0","19.8",230,89,239,59,285,93,275,87,NA,"",NA,"",NA,"","Nathaniel Clyne"
"184",NA,NA,42525,0,0,0,0,0,1,"0.0","-0.5",0,"Stephen","0.0",578,FALSE,"",NA,40,"42525.jpg","0.0","Henderson","0.5",FALSE,NA,"a",6,31,0,44380,1303,12937,1016,"0.0","0.0","Henderson",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",464,35,445,11,414,7,468,35,NA,"",NA,"",NA,"","Stephen Henderson"
"185",100,100,105666,0,0,0,0,0,1,"0.0","-0.5",0,"Jack","0.0",586,FALSE,"","2020-10-23T13:30:19.850079Z",45,"105666.jpg","0.0","Butland","0.0",FALSE,NA,"a",6,31,0,3583,78,2337,96,"0.0","0.0","Butland",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",539,68,525,50,508,47,542,68,NA,"",NA,"",NA,"","Jack Butland"
"186",0,0,41823,0,0,-1,1,0,3,"0.0","0.0",0,"Fabian","0.2",149,FALSE,"Hamstring injury - Unknown return date","2020-12-05T15:30:20.402727Z",49,"41823.jpg","1.2","Delph","0.0",FALSE,NA,"i",7,11,6,2189,4,4616,33,"0.0","1.2","Delph",211,0,0,0,5,0,0,0,0,0,0,0,38,"26.2","18.6","1.0","4.6",374,160,319,166,394,182,392,175,NA,"",NA,"",NA,"","Fabian Delph"
"187",NA,NA,55422,0,0,-2,2,2,3,"6.6","0.0",0,"Gylfi","6.6",150,FALSE,"",NA,68,"55422.jpg","3.4","Sigurdsson","1.8",FALSE,NA,"a",7,11,48,101824,20538,86514,4577,"1.0","7.1","Sigurdsson",757,2,2,3,9,0,0,0,0,0,0,8,166,"201.8","272.9","154.0","62.9",134,47,32,24,96,50,61,35,2,"",3,"",1,"","Gylfi Sigurdsson"
"188",NA,NA,57513,0,0,-2,2,0,1,"0.0","0.0",0,"Jonas","0.0",151,FALSE,"",NA,43,"57513.jpg","0.0","Lössl","0.1",FALSE,NA,"a",7,11,0,2782,30,7901,84,"0.0","0.0","Lössl",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",492,52,474,29,448,25,496,52,NA,"",NA,"",NA,"","Jonas Lössl"
"189",100,100,59949,0,0,-2,2,0,2,"0.4","0.0",0,"Seamus","0.4",152,FALSE,"","2020-11-13T11:00:14.415890Z",48,"59949.jpg","2.2","Coleman","0.6",FALSE,NA,"a",7,11,18,191951,985,230204,754,"0.1","3.8","Coleman",478,0,1,1,8,0,0,0,0,0,0,1,103,"115.4","46.8","34.0","19.7",234,90,246,64,272,88,276,88,NA,"",NA,"",NA,"","Seamus Coleman"
"190",100,100,66838,0,0,0,0,0,4,"0.4","0.0",0,"Cenk","0.4",153,FALSE,"","2020-08-15T10:00:11.707165Z",60,"66838.jpg","0.8","Tosun","0.0",FALSE,NA,"a",7,11,3,1805,83,1930,87,"0.1","0.5","Tosun",33,0,0,0,2,0,0,0,1,0,0,0,9,"2.2","10.8","2.0","1.5",435,52,355,50,387,59,427,55,NA,"",NA,"",NA,"","Cenk Tosun"
"191",NA,NA,100649,0,0,-2,2,0,3,"0.0","0.0",0,"Bernard","0.0",154,FALSE,"",NA,58,"100649.jpg","2.0","Anício Caldeira Duarte","0.1",FALSE,NA,"a",7,11,10,9515,117,17079,157,"0.0","1.7","Bernard",208,1,0,0,4,0,0,0,2,0,0,1,42,"70.6","73.8","50.0","19.5",298,128,193,120,233,121,280,132,NA,"",NA,"",NA,"","Bernard Anício Caldeira Duarte"
"192",0,0,101188,0,0,0,0,1,2,"0.0","0.0",0,"Lucas","0.0",155,FALSE,"Ankle injury - Expected back 12 Jan","2020-11-26T14:30:25.951853Z",60,"101188.jpg","4.2","Digne","4.9",FALSE,NA,"i",7,11,34,1243802,224,1633227,5649,"0.0","5.7","Digne",701,0,5,1,14,0,0,0,0,1,0,8,180,"205.4","232.3","42.0","48.1",130,52,52,12,257,78,110,22,3,"",2,"",NA,"","Lucas Digne"
"193",NA,NA,106611,0,0,1,-1,1,2,"4.8","0.0",0,"Michael","4.8",156,FALSE,"",NA,51,"106611.jpg","3.6","Keane","5.9",FALSE,NA,"a",7,11,54,614622,21616,361693,8828,"0.9","10.6","Keane",1325,2,0,4,19,0,0,0,0,0,0,3,280,"343.0","37.7","142.0","52.3",32,6,265,75,108,15,97,21,NA,"",NA,"",NA,"","Michael Keane"
"194",NA,NA,111234,0,0,-2,2,0,1,"3.6","0.0",0,"Jordan","3.6",157,FALSE,"",NA,48,"111234.jpg","3.2","Pickford","6.0",FALSE,NA,"a",7,11,41,486361,7046,584000,7098,"0.8","8.5","Pickford",1170,0,0,3,17,0,0,0,1,0,36,3,221,"279.4","10.0","0.0","29.0",61,14,361,3,561,57,215,14,NA,"",NA,"",NA,"","Jordan Pickford"
"195",100,100,120250,0,0,-2,2,0,3,"1.0","0.0",0,"André Filipe","1.0",158,FALSE,"","2020-12-19T23:30:21.112204Z",53,"120250.jpg","1.5","Tavares Gomes","0.2",FALSE,NA,"a",7,11,15,21538,72,39658,152,"0.2","2.8","André Gomes",518,0,0,2,7,0,0,0,2,0,0,0,48,"41.8","80.1","26.0","14.4",342,150,185,117,292,151,311,147,4,"",NA,"",NA,"","André Filipe Tavares Gomes"
"196",NA,NA,153133,0,0,-1,1,0,3,"3.2","0.0",0,"Alex","3.2",159,FALSE,"",NA,59,"153133.jpg","2.5","Iwobi","0.3",FALSE,NA,"a",7,11,35,24360,928,22847,964,"0.5","5.9","Iwobi",775,0,3,4,10,0,0,0,0,0,0,0,149,"159.4","167.3","125.0","45.2",180,71,82,57,128,67,136,74,NA,"",NA,"",NA,"","Alex Iwobi"
"197",100,100,153673,0,0,-2,2,0,2,"0.6","0.0",0,"Jonjoe","0.6",160,FALSE,"","2020-09-30T21:00:17.565989Z",43,"153673.jpg","1.2","Kenny","0.1",FALSE,NA,"a",7,11,5,6915,95,17049,133,"0.1","1.2","Kenny",78,0,0,0,1,0,0,0,0,0,0,0,19,"11.0","8.1","8.0","2.8",414,162,364,132,351,133,410,153,NA,"",NA,"",NA,"","Jonjoe Kenny"
"198",0,0,160987,0,0,0,0,0,3,"0.0","0.0",0,"Jean-Philippe","0.0",161,FALSE,"Achilles injury - Unknown return date","2020-08-15T10:00:11.729677Z",50,"160987.jpg","0.0","Gbamin","0.0",FALSE,NA,"i",7,11,0,332,8,324,6,"0.0","0.0","Gbamin",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",597,237,592,238,584,234,600,237,NA,"",NA,"",NA,"","Jean-Philippe Gbamin"
"199",100,100,164511,0,0,0,0,1,2,"6.4","0.0",0,"Yerry","6.4",162,FALSE,"","2020-10-14T10:00:21.355993Z",55,"164511.jpg","4.0","Mina","3.3",FALSE,NA,"a",7,11,52,273629,31125,163533,6071,"1.2","9.5","Mina",1170,2,0,4,15,0,0,0,1,0,0,5,253,"325.6","7.9","141.0","47.6",41,9,367,133,110,17,115,25,NA,"",NA,"",NA,"","Yerry Mina"
"200",NA,NA,173807,0,0,-3,3,0,3,"1.2","0.0",0,"Tom","1.2",163,FALSE,"",NA,52,"173807.jpg","1.8","Davies","0.1",FALSE,NA,"a",7,11,14,3907,69,9272,98,"0.2","2.7","Davies",335,0,0,2,3,0,0,0,0,0,0,0,61,"54.0","36.5","0.0","9.1",321,139,269,151,593,239,346,154,NA,"",NA,"",NA,"","Tom Davies"
"201",NA,NA,177815,-1,1,9,-9,2,4,"4.2","0.0",0,"Dominic","4.2",164,FALSE,"",NA,79,"177815.jpg","6.2","Calvert-Lewin","57.4",FALSE,NA,"a",7,11,93,4898309,37204,1582730,81654,"0.5","11.8","Calvert-Lewin",1327,11,4,4,19,0,0,0,3,0,0,10,335,"457.8","142.2","760.0","136.0",10,3,111,11,3,2,7,2,NA,"",NA,"",NA,"","Dominic Calvert-Lewin"
"202",100,100,194164,0,0,-2,2,1,2,"5.8","0.0",0,"Mason","5.8",165,FALSE,"","2020-09-06T01:30:17.999031Z",48,"194164.jpg","5.2","Holgate","1.0",FALSE,NA,"a",7,11,31,83780,19862,22138,3412,"1.2","6.5","Holgate",531,1,0,3,5,0,0,0,2,0,0,4,132,"145.0","30.8","59.0","23.5",195,76,283,84,212,56,255,82,NA,"",NA,"",NA,"","Mason Holgate"
"203",100,0,212319,0,0,-2,2,0,4,"3.6","0.0",0,"Richarlison","3.6",166,FALSE,"","2020-12-23T23:30:20.053260Z",78,"212319.jpg","4.3","de Andrade","3.7",FALSE,NA,"a",7,11,47,551549,2623,1012253,7601,"0.5","6.0","Richarlison",906,2,5,3,10,0,0,0,2,1,0,8,168,"232.6","132.3","410.0","77.4",104,13,122,15,25,12,43,13,NA,"",NA,"",2,"","Richarlison de Andrade"
"204",NA,NA,222627,0,0,-2,2,0,1,"0.0","0.0",0,"João","0.0",167,FALSE,"",NA,43,"222627.jpg","0.0","Virgínia","0.1",FALSE,NA,"a",7,11,0,1140,17,3983,53,"0.0","0.0","Virgínia",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",508,58,492,37,468,34,512,58,NA,"",NA,"",NA,"","João Virgínia"
"205",NA,NA,232826,0,0,-2,2,0,3,"0.4","0.0",0,"Anthony","0.4",168,FALSE,"",NA,43,"232826.jpg","1.0","Gordon","1.0",FALSE,NA,"a",7,11,3,103678,2123,92096,3011,"0.1","0.7","Gordon",87,0,0,0,0,0,0,0,0,0,0,0,11,"14.4","12.7","4.0","3.1",400,171,344,175,372,173,404,180,NA,"",NA,"",NA,"","Anthony Gordon"
"206",0,0,242058,0,0,-3,3,0,4,"0.0","0.0",0,"Moise","0.0",169,FALSE,"Joined Paris Saint-Germain on loan until the end of the season on 4/10. - Expected back 01 Jul","2020-10-03T00:30:17.828204Z",57,"242058.jpg","1.0","Kean","0.2",FALSE,NA,"n",7,11,2,7970,1,35456,55,"0.0","0.4","Kean",13,0,0,0,0,0,0,0,0,0,0,0,1,"0.0","1.3","11.0","0.9",609,74,402,56,340,52,432,56,NA,"",NA,"",NA,"","Moise Kean"
"207",100,100,480455,0,0,-1,1,0,2,"0.0","0.0",0,"Jarrad","0.0",170,FALSE,"","2020-09-17T01:30:16.017479Z",39,"480455.jpg","0.0","Branthwaite","2.0",FALSE,NA,"a",7,11,0,137231,442,259000,3110,"0.0","0.0","Branthwaite",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",458,181,439,181,406,163,462,181,NA,"",NA,"",NA,"","Jarrad Branthwaite"
"208",0,0,119765,0,0,-2,2,0,3,"0.0","0.0",0,"Allan","1.2",502,FALSE,"Hamstring injury - Expected back 30 Jan","2020-12-16T22:30:22.602548Z",53,"119765.jpg","1.8","Marques Loureiro","0.7",FALSE,NA,"i",7,11,21,81545,24,159618,941,"0.2","4.0","Allan",1028,0,0,2,16,0,0,0,4,0,0,0,140,"177.4","99.0","27.0","30.5",157,60,164,104,289,149,211,100,NA,"",NA,"",NA,"","Allan Marques Loureiro"
"209",0,0,60025,0,0,2,-2,1,3,"0.0","0.0",0,"James","0.4",508,FALSE,"Calf injury - Expected back 12 Jan","2020-12-11T14:00:19.148921Z",77,"60025.jpg","4.9","Rodríguez","9.1",FALSE,NA,"i",7,11,49,3230920,390,3544597,21894,"0.1","6.4","Rodríguez",841,3,3,1,14,0,0,0,1,0,0,5,238,"281.6","359.1","232.0","87.5",57,17,15,12,61,33,30,19,1,"",1,"",NA,"","James Rodríguez"
"210",NA,NA,121599,0,0,-2,2,1,3,"3.0","0.0",0,"Abdoulaye","3.0",512,FALSE,"",NA,53,"121599.jpg","2.8","Doucouré","1.0",FALSE,NA,"a",7,11,42,104000,1462,204855,1665,"0.6","7.9","Doucouré",1268,1,2,4,19,0,0,0,4,0,0,2,230,"247.8","174.4","187.0","60.9",89,30,78,54,76,42,69,40,NA,"",NA,"",NA,"","Abdoulaye Doucouré"
"211",NA,NA,495542,0,0,0,0,0,2,"0.0","0.0",0,"Niels","0.0",559,FALSE,"",NA,40,"495542.jpg","1.0","Nkounkou","0.2",FALSE,NA,"a",7,11,1,31445,213,20065,712,"0.0","0.2","Nkounkou",68,0,0,0,1,0,0,0,1,0,0,0,6,"13.8","5.3","1.0","2.0",402,158,375,138,391,149,417,157,NA,"",NA,"",NA,"","Niels Nkounkou"
"212",100,100,198826,0,0,0,0,0,2,"4.2","0.0",0,"Ben","4.2",566,FALSE,"","2020-11-02T01:00:23.121685Z",50,"198826.jpg","2.9","Godfrey","0.3",FALSE,NA,"a",7,11,26,28946,2887,11766,1072,"0.8","5.2","Godfrey",779,0,0,3,8,0,0,0,2,0,0,1,149,"144.6","30.7","19.0","19.5",196,77,284,85,315,109,279,89,NA,"",NA,"",NA,"","Ben Godfrey"
"213",NA,NA,111782,0,0,0,0,0,1,"1.2","0.0",0,"Robin","1.2",573,FALSE,"",NA,45,"111782.jpg","3.5","Olsen","0.1",FALSE,NA,"a",7,11,7,5894,129,3991,174,"0.3","1.6","Olsen",180,0,0,1,2,0,0,0,0,0,4,0,36,"35.8","0.0","0.0","3.6",359,25,526,51,509,48,400,25,NA,"",NA,"",NA,"","Robin Olsen"
"214",NA,NA,218997,0,0,0,0,0,4,"0.0","0.0",0,"Ellis","0.0",596,FALSE,"",NA,45,"218997.jpg","0.0","Simms","0.1",FALSE,NA,"a",7,11,0,8293,328,5598,338,"0.0","0.0","Simms",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",545,61,533,64,516,63,548,64,NA,"",NA,"",NA,"","Ellis Simms"
"215",NA,NA,126187,0,0,-1,1,0,3,"2.4","0.0",0,"Ruben","2.4",115,FALSE,"",NA,59,"126187.jpg","2.5","Loftus-Cheek","0.2",FALSE,NA,"a",8,54,28,17513,220,20646,364,"0.4","4.7","Loftus-Cheek",662,1,0,5,6,0,0,0,1,0,0,0,86,"88.0","62.3","125.0","27.6",270,114,206,125,127,66,230,108,NA,"",NA,"",NA,"","Ruben Loftus-Cheek"
"216",NA,NA,40559,0,0,0,0,0,1,"0.0","0.0",0,"Fabricio","0.0",171,FALSE,"",NA,40,"40559.jpg","0.0","Agosto Ramírez","1.6",FALSE,NA,"a",8,54,0,42017,657,59610,1439,"0.0","0.0","Fabri",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",463,34,444,10,413,6,467,34,NA,"",NA,"",NA,"","Fabricio Agosto Ramírez"
"217",0,0,55038,0,0,-3,3,0,3,"0.0","0.0",0,"Kevin","0.0",172,FALSE,"Not included in Fulham's 25-man Premier League squad. - Unknown return date","2020-10-20T22:30:18.518943Z",47,"55038.jpg","0.0","McDonald","0.0",FALSE,NA,"n",8,54,0,914,4,5444,12,"0.0","0.0","McDonald",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",564,222,553,223,539,217,567,222,NA,"",NA,"",NA,"","Kevin McDonald"
"218",NA,NA,61739,0,0,-3,3,0,2,"0.0","0.0",0,"Maxime","0.0",173,FALSE,"",NA,42,"61739.jpg","0.5","Le Marchand","0.1",FALSE,NA,"a",8,54,1,3012,25,11588,94,"0.0","0.2","Le Marchand",122,0,0,0,1,0,0,0,2,0,0,0,12,"12.6","1.6","1.0","1.6",406,160,396,152,392,150,424,160,NA,"",NA,"",NA,"","Maxime Le Marchand"
